GO
INSERT INTO Owners (Owner_id, Phone, Email) VALUES
    (510, 8, -93.6560224, 42.0277636),
    (511, 8, -93.6618995, 42.0230211),
    (512, 8, -93.6503556, 42.0241262),
    (513, 8, -93.6650692, 42.0244811),
    (514, 8, -93.650384, 42.023934),
    (515, 8, -93.6507429, 42.016365),
    (516, 8, -93.6567158, 42.0261547),
    (517, 8, -93.6554557, 42.026938),
    (518, 8, -93.6567177, 42.0261804),
    (519, 8, -93.6496104, 42.0177076),
    (520, 8, -93.6560172, 42.0270287),
    (521, 8, -93.6513087, 42.0196453),
    (522, 8, -93.6492032, 42.0212795),
    (523, 8, -93.6569463, 42.0211379),
    (524, 8, -93.6521074, 42.0188094),
    (525, 8, -93.6497225, 42.0285533),
    (526, 8, -93.6567558, 42.0266025),
    (527, 8, -93.6618452, 42.0224498),
    (528, 8, -93.6635655, 42.0267261),
    (529, 8, -93.6513852, 42.0216304),
    (530, 8, -93.6559428, 42.0257369),
    (531, 8, -93.6523642, 42.0231882),
    (532, 8, -93.6597576, 42.0265282),
    (533, 8, -93.6621984, 42.0217817),
    (534, 8, -93.6601044, 42.0235417),
    (535, 8, -93.6547464, 42.0229538),
    (536, 8, -93.6507753, 42.0233582),
    (537, 8, -93.6560667, 42.0286354),
    (538, 8, -93.6629752, 42.0287386),
    (539, 8, -93.6512511, 42.0207885),
    (540, 8, -93.6504283, 42.0166356),
    (541, 8, -93.6624614, 42.0351319),
    (542, 8, -93.6583711, 42.0258099),
    (543, 8, -93.6498399, 42.0183962),
    (544, 8, -93.6497726, 42.0204455),
    (545, 8, -93.6505544, 42.0218174),
    (546, 8, -93.6475548, 42.0282429),
    (547, 8, -93.6632825, 42.0340651),
    (548, 8, -93.6572567, 42.0260286),
    (549, 8, -93.6473695, 42.0311377),
    (550, 8, -93.6559809, 42.023839),
    (551, 8, -93.6600773, 42.0261852),
    (552, 8, -93.660108, 42.0339992),
    (553, 8, -93.6574844, 42.0349269),
    (554, 8, -93.656075, 42.0283974),
    (555, 8, -93.6504059, 42.0246),
    (556, 8, -93.6501567, 42.0239707),
    (557, 8, -93.6585215, 42.0315141),
    (558, 8, -93.6560463, 42.0262123),
    (559, 8, -93.6568158, 42.0233103),
    (560, 8, -93.6588034, 42.0234373),
    (561, 8, -93.6625934, 42.0239317),
    (562, 8, -93.6606531, 42.0373998),
    (563, 8, -93.651178, 42.0231908),
    (564, 8, -93.6630319, 42.0218759),
    (565, 8, -93.6507122, 42.0247037),
    (566, 8, -93.6550253, 42.0216549),
    (567, 8, -93.6573135, 42.0267677),
    (568, 8, -93.6584576, 42.0252598),
    (569, 8, -93.6502652, 42.0240542),
    (570, 8, -93.6605604, 42.0256937),
    (571, 8, -93.6506265, 42.024853),
    (572, 8, -93.6513221, 42.0225748),
    (573, 8, -93.6553144, 42.0265824),
    (574, 8, -93.6512733, 42.0215812),
    (575, 8, -93.6629012, 42.0278089),
    (576, 8, -93.6608103, 42.0403448),
    (577, 8, -93.6514375, 42.0231832),
    (578, 8, -93.6606455, 42.0252033),
    (579, 8, -93.6526867, 42.020315),
    (580, 8, -93.6617346, 42.0335383),
    (581, 8, -93.6505611, 42.0241144),
    (582, 8, -93.6514536, 42.0209861),
    (583, 8, -93.6504101, 42.0234789),
    (584, 8, -93.6513124, 42.0220073),
    (585, 8, -93.6631177, 42.0215559),
    (586, 8, -93.6551621, 42.0214847),
    (587, 8, -93.6487315, 42.0226341),
    (588, 8, -93.6657316, 42.0289426),
    (589, 8, -93.6600855, 42.0213006),
    (590, 8, -93.6558175, 42.0247392),
    (591, 8, -93.6604017, 42.0223567),
    (592, 8, -93.6504795, 42.0243733),
    (593, 8, -93.6630316, 42.0217375),
    (594, 8, -93.6510165, 42.013847),
    (595, 8, -93.6600383, 42.0277995),
    (596, 8, -93.6504184, 42.0236181),
    (597, 8, -93.663101, 42.0190775),
    (598, 8, -93.6510748, 42.0232496),
    (599, 8, -93.650344, 42.024197),
    (600, 8, -93.6554253, 42.0271515),
    (601, 8, -93.6509806, 42.0232166),
    (602, 8, -93.6584404, 42.0364168),
    (603, 8, -93.6624303, 42.0245027),
    (604, 8, -93.6588092, 42.0234931),
    (605, 8, -93.6582514, 42.0253225),
    (606, 8, -93.6548119, 42.0224696),
    (607, 8, -93.6553488, 42.0257712),
    (608, 8, -93.6587564, 42.0234395),
    (609, 8, -93.6502587, 42.0244555),
    (610, 8, -93.6566788, 42.023341),
    (611, 8, -93.6625165, 42.0244669),
    (612, 8, -93.6505703, 42.0168531),
    (613, 8, -93.6474222, 42.029767),
    (614, 8, -93.6503477, 42.0242349),
    (615, 8, -93.6503633, 42.0194043),
    (616, 8, -93.6611358, 42.0370738),
    (617, 8, -93.6620003, 42.0164461),
    (618, 8, -93.6514584, 42.0221682),
    (619, 8, -93.6618445, 42.0224213),
    (620, 8, -93.6559858, 42.023884),
    (621, 8, -93.6502517, 42.0239032),
    (622, 8, -93.6614432, 42.0247329),
    (623, 8, -93.6519263, 42.0232432),
    (624, 8, -93.6588641, 42.0255946),
    (625, 8, -93.6504114, 42.0239733),
    (626, 8, -93.6629573, 42.0217345),
    (627, 8, -93.6480072, 42.0299819),
    (628, 8, -93.655199, 42.0212981),
    (629, 8, -93.6629608, 42.0214854),
    (630, 8, -93.6502041, 42.0239707),
    (631, 8, -93.6619276, 42.0261056),
    (632, 8, -93.6504575, 42.0235337),
    (633, 8, -93.6519939, 42.0203808),
    (634, 8, -93.6492048, 42.0212682),
    (635, 8, -93.6559303, 42.0239277),
    (636, 8, -93.6550641, 42.0224362),
    (637, 8, -93.6637525, 42.0261956),
    (638, 8, -93.6506113, 42.0238795),
    (639, 8, -93.6570916, 42.028323),
    (640, 8, -93.6497839, 42.0182296),
    (641, 8, -93.6513585, 42.0220408),
    (642, 8, -93.655943, 42.0286099),
    (643, 8, -93.6585014, 42.0349298),
    (644, 8, -93.6502654, 42.0244228),
    (645, 8, -93.6566331, 42.0247072),
    (646, 8, -93.6519633, 42.0283548),
    (647, 8, -93.6491394, 42.0199416),
    (648, 8, -93.6507788, 42.0245462),
    (649, 8, -93.6592593, 42.025499),
    (650, 8, -93.6588244, 42.0239195),
    (651, 8, -93.6509015, 42.0232455),
    (652, 8, -93.6514784, 42.0232505),
    (653, 8, -93.6523637, 42.0224261),
    (654, 8, -93.6513788, 42.0219774),
    (655, 8, -93.6618126, 42.0226016),
    (656, 8, -93.6589212, 42.0254195),
    (657, 8, -93.6559148, 42.0269621),
    (658, 8, -93.6507708, 42.0233619),
    (659, 8, -93.6502682, 42.0239752),
    (660, 8, -93.6512746, 42.0217848),
    (661, 8, -93.6505508, 42.0239096),
    (662, 8, -93.6622329, 42.0179679),
    (663, 8, -93.6503451, 42.0243097),
    (664, 8, -93.6515007, 42.0222714),
    (665, 8, -93.6634433, 42.0225674),
    (666, 8, -93.6501097, 42.0239131),
    (667, 8, -93.6521063, 42.0177956),
    (668, 8, -93.6493963, 42.0188733),
    (669, 8, -93.6548926, 42.022402),
    (670, 8, -93.6559853, 42.0240705),
    (671, 8, -93.6505675, 42.0245436),
    (672, 8, -93.6474206, 42.0307845),
    (673, 8, -93.6497329, 42.0178844),
    (674, 8, -93.6502758, 42.0239915),
    (675, 8, -93.6502664, 42.0241259),
    (676, 8, -93.650354, 42.0242199),
    (677, 8, -93.6568414, 42.0250611),
    (678, 8, -93.6481558, 42.0275311),
    (679, 8, -93.6650992, 42.0340341),
    (680, 8, -93.6478025, 42.0289206),
    (681, 8, -93.6583708, 42.0252906),
    (682, 8, -93.65602, 42.0277386),
    (683, 8, -93.6603132, 42.0346714),
    (684, 8, -93.6505805, 42.0157911),
    (685, 8, -93.6624406, 42.0365933),
    (686, 8, -93.6560437, 42.0263195),
    (687, 8, -93.6490176, 42.0208947),
    (688, 8, -93.6505583, 42.0234661),
    (689, 8, -93.6496104, 42.0177076),
    (690, 8, -93.6549589, 42.0229511),
    (691, 8, -93.6622685, 42.0217816),
    (692, 8, -93.6547701, 42.0272831),
    (693, 8, -93.6503478, 42.0184283),
    (694, 9, -93.6469035, 41.9991093),
    (695, 9, -93.6457635, 42.0008441),
    (696, 9, -93.6419626, 41.9929123),
    (697, 9, -93.6561776, 41.9962953),
    (698, 9, -93.6448313, 42.0059906),
    (699, 9, -93.6418133, 41.9949358),
    (700, 9, -93.677819, 41.9798962),
    (701, 9, -93.644799, 42.0019737),
    (702, 9, -93.6450041, 41.9982126),
    (703, 9, -93.6481435, 41.9945137),
    (704, 9, -93.6479211, 41.9990404),
    (705, 9, -93.6390295, 41.9766592),
    (706, 9, -93.645669, 42.0006834),
    (707, 9, -93.6429227, 41.9914556),
    (708, 9, -93.6351816, 41.9974927),
    (709, 9, -93.6379395, 41.9947665),
    (710, 9, -93.6418263, 41.9970817),
    (711, 9, -93.6452955, 42.0039821),
    (712, 9, -93.6464325, 41.9981496),
    (713, 9, -93.645377, 42.0020936),
    (714, 9, -93.6586471, 41.9705417),
    (715, 9, -93.645044, 42.0041086),
    (716, 9, -93.6425888, 41.994432),
    (717, 9, -93.6404978, 41.9943835),
    (718, 9, -93.6477543, 42.0090581),
    (719, 9, -93.649521, 41.995627),
    (720, 9, -93.6456179, 42.0021666),
    (721, 9, -93.6619249, 41.9953053),
    (722, 9, -93.638987, 41.9693491),
    (723, 9, -93.6430038, 41.9970742),
    (724, 9, -93.6423742, 41.9944532),
    (725, 9, -93.641741, 41.9946977),
    (726, 9, -93.6381014, 41.9983487),
    (727, 9, -93.6512743, 41.9955773),
    (728, 9, -93.6399296, 41.9963269),
    (729, 9, -93.6441872, 41.9934165),
    (730, 9, -93.6380902, 41.9987293),
    (731, 9, -93.6419239, 41.9970111),
    (732, 9, -93.6417656, 41.9970861),
    (733, 9, -93.6430795, 41.9947645),
    (734, 9, -93.6516266, 41.9956249),
    (735, 10, -93.6335904, 42.0072526),
    (736, 10, -93.6313888, 42.0055612),
    (737, 10, -93.6322824, 42.0062126),
    (738, 10, -93.6324714, 42.0063809),
    (739, 10, -93.627909, 42.0183505),
    (740, 10, -93.6169866, 42.0069494),
    (741, 10, -93.6312442, 42.0055089),
    (742, 10, -93.6308128, 42.0053916),
    (743, 10, -93.6155646, 42.0081077),
    (744, 10, -93.6221005, 42.0049448),
    (745, 10, -93.6225849, 42.0071764),
    (746, 10, -93.6308312, 42.0051806),
    (747, 10, -93.6187922, 42.0079294),
    (748, 10, -93.6316962, 42.0052354),
    (749, 10, -93.6316708, 42.0054735),
    (750, 10, -93.627235, 42.0075513),
    (751, 10, -93.6316072, 42.0057592),
    (752, 10, -93.6315178, 42.0054051),
    (753, 10, -93.6325425, 42.0075348),
    (754, 10, -93.6327571, 42.0064892),
    (755, 10, -93.6186918, 42.0060213),
    (756, 10, -93.6334827, 42.0073206),
    (757, 10, -93.6221011, 42.0101382),
    (758, 10, -93.6242983, 42.0020533),
    (759, 10, -93.6269981, 42.0017675),
    (760, 10, -93.6324742, 42.0058424),
    (761, 10, -93.6328472, 42.0070284),
    (762, 10, -93.6322998, 42.0071818),
    (763, 10, -93.6190509, 42.0052822),
    (764, 10, -93.6197357, 42.006207),
    (765, 10, -93.6333722, 42.0071427),
    (766, 10, -93.632109, 42.0058346),
    (767, 10, -93.6232836, 42.0086535),
    (768, 10, -93.6228976, 42.0098559),
    (769, 10, -93.6269647, 42.0064491),
    (770, 10, -93.6215847, 42.0064645),
    (771, 10, -93.6286396, 42.0049881),
    (772, 10, -93.6331488, 42.0071738),
    (773, 10, -93.628574, 42.0053941),
    (774, 10, -93.632729, 42.0070732),
    (775, 10, -93.6324563, 42.0062013),
    (776, 10, -93.6230324, 42.0098658),
    (777, 10, -93.6202112, 42.0047341),
    (778, 10, -93.6329167, 42.0067138),
    (779, 10, -93.632715, 42.0069432),
    (780, 10, -93.6209819, 42.0087377),
    (781, 10, -93.6184548, 42.0051187),
    (782, 10, -93.6329071, 42.0067501),
    (783, 10, -93.6216801, 42.0076535),
    (784, 10, -93.6205748, 42.0089383),
    (785, 10, -93.6235915, 42.0086549),
    (786, 10, -93.6234983, 42.0100659),
    (787, 10, -93.6325646, 42.0072878),
    (788, 10, -93.6214146, 42.0076664),
    (789, 10, -93.6280377, 42.0182813),
    (790, 11, -93.6311712, 42.0549388),
    (791, 11, -93.6223223, 42.0490818),
    (792, 11, -93.6272551, 42.048707),
    (793, 11, -93.6290718, 42.0406733),
    (794, 11, -93.6251106, 42.051764),
    (795, 11, -93.6311606, 42.0544723),
    (796, 11, -93.6328195, 42.0434814),
    (797, 11, -93.6201887, 42.0514459),
    (798, 11, -93.6327846, 42.0613946),
    (799, 11, -93.6201814, 42.0476822),
    (800, 11, -93.6355299, 42.0449926),
    (801, 11, -93.6308611, 42.0579745),
    (802, 11, -93.6316029, 42.0470579),
    (803, 11, -93.6252969, 42.0550146),
    (804, 11, -93.629499, 42.0412846),
    (805, 11, -93.6336339, 42.0605809),
    (806, 11, -93.6268549, 42.055506),
    (807, 11, -93.6243845, 42.0578285),
    (808, 11, -93.6317788, 42.0562923),
    (809, 11, -93.6183907, 42.0477533),
    (810, 11, -93.6342756, 42.0531202),
    (811, 11, -93.6366361, 42.042306),
    (812, 11, -93.6293103, 42.0522722),
    (813, 11, -93.6271812, 42.0405338),
    (814, 11, -93.6308722, 42.0569405),
    (815, 11, -93.617686, 42.0502462),
    (816, 11, -93.6231254, 42.0549086),
    (817, 11, -93.6189893, 42.0473485),
    (818, 11, -93.6197578, 42.0466056),
    (819, 11, -93.6317985, 42.055443),
    (820, 11, -93.6184917, 42.0555986),
    (821, 11, -93.6198521, 42.0466014),
    (822, 11, -93.6271123, 42.0527465),
    (823, 11, -93.6328411, 42.0588711),
    (824, 11, -93.6265461, 42.0411784),
    (825, 11, -93.6334169, 42.0583491),
    (826, 11, -93.6185593, 42.0555266),
    (827, 11, -93.6154956, 42.0515494),
    (828, 11, -93.6220808, 42.0491163),
    (829, 11, -93.6342095, 42.0593364),
    (830, 11, -93.6282477, 42.0442639),
    (831, 11, -93.618645, 42.0485353),
    (832, 11, -93.625974, 42.0526983),
    (833, 11, -93.6349614, 42.0522427),
    (834, 11, -93.625753, 42.0508291),
    (835, 11, -93.6316348, 42.0507694),
    (836, 11, -93.6170401, 42.0558265),
    (837, 11, -93.6255318, 42.0411568),
    (838, 11, -93.631644, 42.0427923),
    (839, 11, -93.6220413, 42.0481283),
    (840, 11, -93.6344488, 42.0606568),
    (841, 11, -93.6349602, 42.0561486),
    (842, 11, -93.623915, 42.0424769),
    (843, 11, -93.6332759, 42.0588654),
    (844, 11, -93.6237728, 42.0459747),
    (845, 11, -93.6316836, 42.052632),
    (846, 11, -93.6291483, 42.0563403),
    (847, 11, -93.6227011, 42.0491733),
    (848, 11, -93.6352854, 42.0499627),
    (849, 11, -93.6335324, 42.0619716),
    (850, 11, -93.6186101, 42.0545525),
    (851, 11, -93.6329299, 42.0633072),
    (852, 11, -93.6242791, 42.0521092),
    (853, 11, -93.6295045, 42.0527368),
    (854, 11, -93.6249882, 42.04693),
    (855, 11, -93.6323169, 42.0602521),
    (856, 11, -93.6251904, 42.0542711),
    (857, 11, -93.6201196, 42.0514479),
    (858, 11, -93.6188395, 42.0525404),
    (859, 11, -93.6148017, 42.0499178),
    (860, 11, -93.6170139, 42.0492369),
    (861, 12, -93.6777983, 42.0105465),
    (862, 12, -93.6725338, 42.0216685),
    (863, 12, -93.6732993, 42.0082042),
    (864, 12, -93.6777626, 42.0105484),
    (865, 12, -93.6717607, 42.0240378),
    (866, 12, -93.6773405, 41.9985584),
    (867, 12, -93.6698922, 42.0235919),
    (868, 12, -93.6728758, 42.021603),
    (869, 12, -93.6752117, 42.0081346),
    (870, 12, -93.6781847, 42.0118156),
    (871, 12, -93.6744686, 42.0114492),
    (872, 12, -93.6756095, 42.0234323),
    (873, 12, -93.6737726, 42.0189717),
    (874, 12, -93.6775356, 42.0102639),
    (875, 12, -93.6744, 42.0095225),
    (876, 12, -93.675124, 42.0089125),
    (877, 12, -93.6658173, 42.0215986),
    (878, 12, -93.6687393, 42.0195421),
    (879, 12, -93.673497, 42.0192049),
    (880, 12, -93.6720481, 42.0190954),
    (881, 12, -93.6707498, 42.0079952),
    (882, 12, -93.6743221, 42.0077808),
    (883, 12, -93.6753772, 42.015399),
    (884, 12, -93.6723121, 42.0182395),
    (885, 12, -93.6653275, 42.0231792),
    (886, 12, -93.671977, 42.0215221),
    (887, 12, -93.6649802, 42.0180222),
    (888, 12, -93.6769623, 42.0098496),
    (889, 12, -93.6688831, 42.0195381),
    (890, 12, -93.6747427, 42.0217825),
    (891, 12, -93.6707446, 42.0102238),
    (892, 12, -93.6749863, 42.0225136),
    (893, 12, -93.6661373, 42.0233043),
    (894, 12, -93.6653251, 42.02031),
    (895, 12, -93.6719786, 42.0090107),
    (896, 12, -93.6735039, 42.0196518),
    (897, 12, -93.6719771, 42.0095461),
    (898, 12, -93.6685909, 42.0234011),
    (899, 12, -93.6699899, 42.0233982),
    (900, 12, -93.6657314, 42.0217511),
    (901, 12, -93.6791136, 42.0201824),
    (902, 12, -93.6725485, 42.009158),
    (903, 12, -93.6738432, 42.0221868),
    (904, 12, -93.6696145, 42.0176546),
    (905, 12, -93.6709161, 42.0114179),
    (906, 12, -93.6727573, 42.0107706),
    (907, 12, -93.6710449, 42.0193906),
    (908, 12, -93.6756267, 42.0152952),
    (909, 12, -93.673488, 42.0107357),
    (910, 12, -93.6756085, 42.0111865),
    (911, 12, -93.673728, 42.0233189),
    (912, 12, -93.6738017, 42.0219784),
    (913, 12, -93.6706247, 42.0098485),
    (914, 12, -93.6746007, 42.0214686),
    (915, 12, -93.6720507, 42.0098047),
    (916, 12, -93.6705981, 42.0201353),
    (917, 12, -93.677086, 42.0223121),
    (918, 12, -93.6686126, 42.0186647),
    (919, 12, -93.6692794, 42.019791),
    (920, 12, -93.669326, 42.0202337),
    (921, 12, -93.667313, 42.0197868),
    (922, 12, -93.6700915, 42.0078301),
    (923, 12, -93.6792443, 42.0143331),
    (924, 12, -93.6744608, 42.0194039),
    (925, 12, -93.6720383, 42.0163106),
    (926, 12, -93.6696685, 42.010048),
    (927, 12, -93.6739349, 42.0232678),
    (928, 12, -93.6796803, 42.0194988),
    (929, 12, -93.6684752, 42.0186625),
    (930, 12, -93.6775409, 42.0103144),
    (931, 12, -93.6743873, 42.021898),
    (932, 12, -93.6776365, 42.0102628),
    (933, 12, -93.6727606, 42.0078163),
    (934, 12, -93.6671944, 42.0259094),
    (935, 12, -93.6678859, 42.0176583),
    (936, 12, -93.6735492, 42.0114483),
    (937, 12, -93.6699382, 42.0186604),
    (938, 12, -93.6707962, 42.0081509),
    (939, 12, -93.6746069, 42.0213937),
    (940, 12, -93.6700044, 42.0105269),
    (941, 12, -93.6755026, 42.0195583),
    (942, 12, -93.6749859, 42.0223785),
    (943, 12, -93.6688182, 42.0197852),
    (944, 12, -93.677101, 42.0118886),
    (945, 12, -93.6720723, 42.0077288),
    (946, 12, -93.6745494, 42.0100772),
    (947, 12, -93.6772829, 42.0222699),
    (948, 12, -93.6651343, 42.0176605),
    (949, 12, -93.6741042, 42.0155136),
    (950, 12, -93.6666734, 42.0219027),
    (951, 12, -93.6703095, 42.0081061),
    (952, 12, -93.6672986, 42.019177),
    (953, 12, -93.6745017, 42.0081511),
    (954, 12, -93.6767437, 42.0236291),
    (955, 12, -93.6762447, 42.0237578),
    (956, 12, -93.6724641, 42.0210083),
    (957, 13, -93.6080975, 42.0340997),
    (958, 13, -93.6069951, 42.0312356),
    (959, 13, -93.6173457, 42.0327588),
    (960, 13, -93.6196744, 42.0314355),
    (961, 13, -93.6226837, 42.0424312),
    (962, 13, -93.6241811, 42.0299612),
    (963, 13, -93.6110658, 42.0308922),
    (964, 13, -93.6126228, 42.0365312),
    (965, 13, -93.623637, 42.0305398),
    (966, 13, -93.6218107, 42.0374354),
    (967, 13, -93.6233482, 42.0363147),
    (968, 13, -93.6168328, 42.0459538),
    (969, 13, -93.6159644, 42.0379777),
    (970, 13, -93.6186133, 42.0304686),
    (971, 13, -93.6162241, 42.0455136),
    (972, 13, -93.6206124, 42.0296166),
    (973, 13, -93.6271032, 42.0336734),
    (974, 13, -93.6111566, 42.0414643),
    (975, 13, -93.6152449, 42.0330544),
    (976, 13, -93.6254132, 42.0359126),
    (977, 13, -93.6270836, 42.0320888),
    (978, 13, -93.6161873, 42.0418507),
    (979, 13, -93.6182177, 42.0349747),
    (980, 13, -93.6216975, 42.0324246),
    (981, 13, -93.6194799, 42.0446079),
    (982, 13, -93.6273283, 42.0380656),
    (983, 13, -93.6087113, 42.0363198),
    (984, 13, -93.6130133, 42.0358724),
    (985, 13, -93.6289463, 42.03606),
    (986, 13, -93.6118958, 42.030682),
    (987, 13, -93.6176686, 42.0314535),
    (988, 13, -93.619312, 42.0306708),
    (989, 13, -93.603499, 42.0356422),
    (990, 13, -93.6194308, 42.0435078),
    (991, 13, -93.6186581, 42.0431144),
    (992, 13, -93.6221923, 42.0399824),
    (993, 13, -93.6152413, 42.0333663),
    (994, 13, -93.6126778, 42.0378523),
    (995, 13, -93.6136087, 42.0307889),
    (996, 13, -93.6182398, 42.0357731),
    (997, 13, -93.6052635, 42.0351715),
    (998, 13, -93.6141099, 42.0306831),
    (999, 13, -93.621147, 42.0321355)
GO
INSERT INTO Houses (House_id, [Number of rooms], [Number of bedrooms], [Number of kitchens], Area, [Lot Area], [Year Built], Location_id) VALUES
    (0, 5, 2, 1, 854, 6120, 1929, 0),
    (1, 4, 1, 1, 520, 6324, 1927, 1),
    (2, 6, 3, 1, 1176, 6240, 1934, 2),
    (3, 6, 2, 1, 1285, 8635, 1948, 3),
    (4, 5, 2, 1, 875, 6120, 1931, 4),
    (5, 7, 3, 1, 1344, 6240, 1936, 5),
    (6, 5, 3, 1, 1252, 7438, 1908, 6),
    (7, 6, 3, 1, 1306, 5350, 1940, 7),
    (8, 5, 3, 1, 1548, 7264, 1925, 8),
    (9, 7, 3, 1, 1396, 8730, 1915, 9),
    (10, 10, 5, 1, 2134, 11888, 1916, 10),
    (11, 6, 3, 1, 1577, 6435, 1939, 11),
    (12, 8, 3, 1, 1505, 9144, 1940, 12),
    (13, 4, 2, 1, 788, 7446, 1941, 13),
    (14, 4, 2, 1, 904, 6000, 1926, 14),
    (15, 8, 3, 1, 1573, 6240, 1930, 15),
    (16, 5, 3, 1, 1203, 7015, 1950, 16),
    (17, 8, 4, 1, 1820, 9120, 1925, 17),
    (18, 7, 3, 1, 1664, 5000, 1947, 18),
    (19, 6, 3, 1, 1362, 6155, 1920, 19),
    (20, 2, 1, 1, 334, 5000, 1946, 20),
    (21, 6, 3, 1, 1635, 8737, 1923, 21),
    (22, 5, 2, 1, 1048, 6380, 1922, 22),
    (23, 6, 3, 1, 1573, 6120, 1935, 23),
    (24, 5, 2, 1, 838, 10267, 1918, 24),
    (25, 4, 2, 1, 935, 9100, 1930, 25),
    (26, 4, 1, 1, 800, 6120, 1936, 26),
    (27, 5, 3, 1, 1539, 6120, 1936, 27),
    (28, 4, 2, 1, 616, 6000, 1921, 28),
    (29, 5, 2, 1, 729, 4130, 1935, 29),
    (30, 5, 2, 1, 1301, 6911, 1924, 30),
    (31, 6, 3, 1, 1576, 21384, 1923, 31),
    (32, 5, 2, 1, 784, 6130, 1924, 32),
    (33, 6, 3, 1, 1015, 6120, 1925, 33),
    (34, 5, 1, 1, 747, 5825, 1926, 34),
    (35, 4, 2, 1, 858, 7207, 1958, 35),
    (36, 8, 3, 1, 2019, 11414, 1910, 36),
    (37, 4, 2, 1, 869, 5900, 1923, 37),
    (38, 5, 3, 1, 1230, 4712, 1946, 38),
    (39, 6, 3, 1, 1324, 6000, 1936, 39),
    (40, 5, 2, 1, 986, 6180, 1926, 40),
    (41, 6, 3, 1, 1167, 8731, 1920, 41),
    (42, 8, 3, 1, 1576, 6240, 1928, 42),
    (43, 5, 3, 1, 1348, 6000, 1925, 43),
    (44, 3, 2, 1, 912, 6240, 1947, 44),
    (45, 6, 3, 1, 1367, 6240, 1931, 45),
    (46, 8, 3, 1, 1824, 13515, 1919, 46),
    (47, 6, 4, 1, 1412, 6000, 1939, 47),
    (48, 4, 2, 1, 720, 6627, 1949, 48),
    (49, 5, 2, 1, 708, 5330, 1940, 49),
    (50, 4, 2, 1, 1176, 6000, 1937, 50),
    (51, 6, 3, 1, 1218, 6000, 1941, 51),
    (52, 8, 4, 1, 1513, 6120, 1920, 52),
    (53, 5, 3, 1, 1158, 6000, 1929, 53),
    (54, 8, 4, 1, 1848, 13053, 1923, 54),
    (55, 4, 2, 1, 952, 8854, 1916, 55),
    (56, 7, 3, 1, 2287, 15593, 1953, 56),
    (57, 4, 1, 1, 988, 21453, 1969, 57),
    (58, 4, 1, 1, 1252, 13500, 1960, 58),
    (59, 7, 2, 1, 1867, 10708, 1955, 59),
    (60, 8, 4, 1, 2060, 10029, 1988, 60),
    (61, 7, 4, 1, 2144, 159000, 1958, 61),
    (62, 5, 2, 1, 1363, 39104, 1954, 62),
    (63, 8, 4, 1, 2022, 10005, 1977, 63),
    (64, 6, 2, 1, 1453, 5271, 1986, 64),
    (65, 6, 3, 1, 1352, 6930, 1958, 65),
    (66, 7, 4, 1, 1588, 17120, 1959, 66),
    (67, 9, 3, 1, 1953, 53107, 1992, 67),
    (68, 5, 2, 1, 1533, 70761, 1975, 68),
    (69, 6, 2, 1, 1663, 53227, 1954, 69),
    (70, 5, 1, 1, 1473, 25095, 1968, 70),
    (71, 6, 2, 1, 1291, 2887, 1996, 71),
    (72, 5, 2, 1, 1824, 115149, 1971, 72),
    (73, 9, 5, 1, 2087, 12205, 1966, 73),
    (74, 8, 4, 1, 1688, 12798, 1997, 74),
    (75, 6, 3, 1, 1052, 8816, 1971, 75),
    (76, 7, 3, 1, 2126, 28698, 1967, 76),
    (77, 10, 5, 1, 2358, 45600, 1908, 77),
    (78, 10, 4, 1, 2403, 24090, 1940, 78),
    (79, 7, 3, 1, 2260, 14000, 1996, 79),
    (80, 12, 3, 1, 3086, 18030, 1946, 80),
    (81, 8, 5, 1, 1788, 11250, 1957, 81),
    (82, 4, 0, 1, 1524, 23595, 1979, 82),
    (83, 7, 4, 1, 1582, 36500, 1964, 83),
    (84, 8, 3, 1, 1710, 8450, 2003, 84),
    (85, 6, 3, 1, 1786, 11250, 2001, 85),
    (86, 7, 3, 1, 1494, 10652, 2006, 86),
    (87, 7, 3, 1, 1795, 9742, 2002, 87),
    (88, 7, 3, 1, 1234, 11049, 2007, 88),
    (89, 6, 3, 1, 1097, 10859, 1994, 89),
    (90, 5, 3, 1, 938, 9200, 1975, 90),
    (91, 7, 3, 1, 1720, 11645, 2004, 91),
    (92, 4, 2, 1, 780, 7200, 1972, 92),
    (93, 8, 3, 1, 2034, 9375, 1997, 93),
    (94, 7, 3, 1, 1479, 10665, 2003, 94),
    (95, 5, 3, 1, 990, 8070, 1994, 95),
    (96, 7, 3, 1, 1786, 9337, 1997, 96),
    (97, 6, 3, 1, 1588, 10264, 1999, 97),
    (98, 6, 3, 1, 1226, 10402, 2009, 98),
    (99, 10, 4, 1, 2696, 9965, 2007, 99),
    (100, 8, 3, 1, 1456, 8461, 2005, 100),
    (101, 7, 3, 1, 1852, 9066, 1999, 101),
    (102, 7, 3, 1, 1764, 15426, 1997, 102),
    (103, 7, 3, 1, 1734, 11645, 2005, 103),
    (104, 6, 3, 1, 1501, 10335, 1999, 104),
    (105, 5, 3, 1, 969, 10356, 1975, 105),
    (106, 6, 3, 1, 1431, 9017, 1999, 106),
    (107, 5, 3, 1, 864, 7180, 1972, 107),
    (108, 5, 3, 1, 990, 13568, 1995, 108),
    (109, 6, 3, 1, 1392, 10900, 1977, 109),
    (110, 8, 3, 1, 1436, 8450, 2004, 110),
